TIME,POWER,CADENCE
20190106-210313,90,75.0,65.56768729999183
20190106-210314,90,75.0,65.56768729999183
20190106-210315,90,75.0,65.56768729999183
20190106-210316,90,75.0,65.56768729999183
20190106-210317,90,75.0,65.56768729999183
20190106-210318,90,75.0,65.56768729999183
20190106-210319,90,75.0,65.56768729999183
20190106-210320,90,75.0,65.56768729999183
20190106-210321,90,75.0,65.56768729999183
20190106-210322,90,75.0,65.56768729999183
20190106-210323,90,75.0,65.56768729999183
20190106-210324,90,75.0,65.56768729999183
20190106-210325,90,75.0,65.56768729999183
20190106-210326,90,75.0,65.56768729999183
20190106-210327,90,75.0,65.56768729999183
20190106-210328,90,75.0,65.56768729999183
20190106-210329,90,75.0,65.56768729999183
20190106-210330,90,75.0,65.56768729999183
20190106-210331,90,75.0,65.56768729999183
20190106-210332,90,75.0,65.56768729999183
20190106-210333,90,75.0,65.56768729999183
20190106-210334,90,75.0,65.56768729999183
20190106-210335,90,75.0,65.56768729999183
20190106-210336,90,75.0,65.56768729999183
20190106-210338,90,75.0,65.56768729999183
20190106-210339,90,75.0,65.56768729999183
20190106-210340,90,75.0,65.56768729999183
20190106-210341,90,75.0,65.56768729999183
20190106-210342,90,75.0,65.56768729999183
20190106-210343,90,75.0,65.56768729999183
20190106-210344,90,75.0,65.56768729999183
20190106-210345,90,75.0,65.56768729999183
20190106-210346,90,75.0,65.56768729999183
20190106-210347,90,75.0,65.56768729999183
20190106-210348,90,75.0,65.56768729999183
20190106-210349,90,75.0,65.56768729999183
20190106-210350,90,75.0,65.56768729999183
20190106-210351,90,75.0,65.56768729999183
20190106-210352,90,75.0,65.56768729999183
20190106-210353,90,75.0,65.56768729999183
20190106-210354,90,75.0,65.56768729999183
20190106-210355,90,75.0,65.56768729999183
20190106-210356,90,75.0,65.56768729999183
